City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Setermoen,NO,68.861,18.3486,57.16,77,100,1.99,light rain
697,Puerto Madryn,AR,-42.7692,-65.0385,50.09,36,32,22.91,scattered clouds
698,Yar-Sale,RU,66.8333,70.8333,62.82,61,100,3.29,overcast clouds
699,Nakamura,JP,32.9833,132.9333,78.82,90,100,3.96,overcast clouds
700,Ajra,IN,16.1167,74.2,68.97,96,100,6.46,overcast clouds
701,Bourail,NC,-21.5667,165.4833,70.0,93,94,5.73,light rain
702,Tamworth,GB,52.634,-1.6959,100.98,25,78,5.99,broken clouds
703,Cantaura,VE,9.3057,-64.3584,89.56,48,72,11.83,broken clouds
704,Mayumba,GA,-3.432,10.6554,72.39,82,76,7.74,broken clouds
705,Miraflores,MX,19.2167,-98.8083,65.97,59,100,1.48,overcast clouds
706,General Roca,AR,-39.0333,-67.5833,52.63,24,7,6.85,clear sky
707,Sangueya,GN,10.7,-14.3667,76.66,92,100,7.49,moderate rain
708,Bacolod,PH,10.6667,122.95,76.41,93,100,7.0,overcast clouds
709,Sola,VU,-13.8833,167.55,80.1,78,38,21.79,scattered clouds
710,Kawalu,ID,-7.3817,108.2082,72.66,96,98,1.74,overcast clouds
711,Kasongo,CD,-4.45,26.6667,82.89,36,80,2.1,broken clouds
712,Pochutla,MX,15.7432,-96.4661,88.83,60,61,4.25,broken clouds
713,Tirat Karmel,IL,32.7617,34.9719,83.75,74,40,6.91,scattered clouds
714,Vygonichi,RU,53.0985,34.0673,64.51,63,48,6.71,scattered clouds
715,Florianopolis,BR,-27.6146,-48.5012,63.7,67,100,6.91,overcast clouds
716,Fare,PF,-16.7,-151.0167,76.28,66,7,8.01,clear sky
